CycD_x,CycD_y,CycE_x,CycE_y,CycA_x,CycA_y,CycB_x,CycB_y,E2F_x,E2F_y,p27_x,p27_y,Rb_x,Rb_y,YAP_x,YAP_y,Cdc20_x,Cdc20_y,UbcH10_x,UbcH10_y,cdh1_x,cdh1_y,NF2_x,NF2_y,LATS_x,LATS_y
47.,0.43,47.,0.06,47.,0.1,47.,0.01,47.,0.12,47.,0.57,47.,0.58,47.,0.65,47.,0.,47.,0.,47.,0.93,47.,0.35,47.,0.35
48.,0.43,48.,0.06,48.,0.1,48.,0.01,48.,0.12,48.,0.56,48.,0.58,48.,0.65,48.,0.,48.,0.,48.,0.92,48.,0.35,48.,0.35
49.,0.44,49.,0.06,49.,0.1,49.,0.01,49.,0.11,49.,0.57,49.,0.58,49.,0.65,49.,0.,49.,0.,49.,0.92,49.,0.35,49.,0.35
50.,0.45,50.,0.06,50.,0.1,50.,0.01,50.,0.12,50.,0.57,50.,0.58,50.,0.65,50.,0.,50.,0.,50.,0.91,50.,0.35,50.,0.35
51.,0.47,51.,0.07,51.,0.1,51.,0.01,51.,0.12,51.,0.57,51.,0.57,51.,0.65,51.,0.,51.,0.01,51.,0.91,51.,0.35,51.,0.35
52.,0.47,52.,0.08,52.,0.1,52.,0.01,52.,0.15,52.,0.56,52.,0.57,52.,0.65,52.,0.,52.,0.01,52.,0.91,52.,0.35,52.,0.35
53.,0.47,53.,0.08,53.,0.1,53.,0.01,53.,0.14,53.,0.56,53.,0.56,53.,0.65,53.,0.,53.,0.01,53.,0.91,53.,0.35,53.,0.35
54.,0.47,54.,0.08,54.,0.1,54.,0.01,54.,0.14,54.,0.56,54.,0.56,54.,0.65,54.,0.,54.,0.01,54.,0.91,54.,0.35,54.,0.35
55.,0.49,55.,0.08,55.,0.1,55.,0.01,55.,0.14,55.,0.56,55.,0.55,55.,0.65,55.,0.,55.,0.01,55.,0.9,55.,0.35,55.,0.35
56.,0.49,56.,0.07,56.,0.1,56.,0.01,56.,0.14,56.,0.56,56.,0.55,56.,0.65,56.,0.,56.,0.01,56.,0.9,56.,0.35,56.,0.35
57.,0.49,57.,0.07,57.,0.1,57.,0.01,57.,0.15,57.,0.54,57.,0.55,57.,0.65,57.,0.,57.,0.01,57.,0.9,57.,0.35,57.,0.35
58.,0.5,58.,0.07,58.,0.1,58.,0.01,58.,0.16,58.,0.54,58.,0.54,58.,0.65,58.,0.,58.,0.01,58.,0.9,58.,0.35,58.,0.35
59.,0.5,59.,0.08,59.,0.1,59.,0.01,59.,0.17,59.,0.53,59.,0.53,59.,0.65,59.,0.,59.,0.01,59.,0.9,59.,0.35,59.,0.35
60.,0.5,60.,0.08,60.,0.1,60.,0.01,60.,0.17,60.,0.53,60.,0.53,60.,0.65,60.,0.,60.,0.01,60.,0.9,60.,0.35,60.,0.35
61.,0.5,61.,0.08,61.,0.1,61.,0.01,61.,0.19,61.,0.53,61.,0.52,61.,0.65,61.,0.,61.,0.01,61.,0.9,61.,0.35,61.,0.35
62.,0.5,62.,0.08,62.,0.1,62.,0.01,62.,0.2,62.,0.52,62.,0.52,62.,0.65,62.,0.,62.,0.01,62.,0.9,62.,0.35,62.,0.35
63.,0.5,63.,0.08,63.,0.1,63.,0.01,63.,0.2,63.,0.52,63.,0.52,63.,0.65,63.,0.,63.,0.02,63.,0.9,63.,0.35,63.,0.35
64.,0.5,64.,0.08,64.,0.11,64.,0.01,64.,0.2,64.,0.52,64.,0.52,64.,0.65,64.,0.,64.,0.02,64.,0.9,64.,0.35,64.,0.35
65.,0.51,65.,0.08,65.,0.11,65.,0.01,65.,0.2,65.,0.52,65.,0.52,65.,0.65,65.,0.,65.,0.02,65.,0.9,65.,0.35,65.,0.35
66.,0.51,66.,0.09,66.,0.12,66.,0.01,66.,0.2,66.,0.52,66.,0.51,66.,0.65,66.,0.,66.,0.02,66.,0.9,66.,0.35,66.,0.35
67.,0.51,67.,0.1,67.,0.12,67.,0.01,67.,0.2,67.,0.51,67.,0.5,67.,0.65,67.,0.,67.,0.02,67.,0.89,67.,0.35,67.,0.35
68.,0.51,68.,0.1,68.,0.12,68.,0.01,68.,0.2,68.,0.51,68.,0.49,68.,0.65,68.,0.,68.,0.02,68.,0.89,68.,0.35,68.,0.35
69.,0.51,69.,0.1,69.,0.12,69.,0.01,69.,0.21,69.,0.5,69.,0.49,69.,0.65,69.,0.,69.,0.02,69.,0.89,69.,0.35,69.,0.35
70.,0.51,70.,0.11,70.,0.12,70.,0.01,70.,0.21,70.,0.5,70.,0.49,70.,0.65,70.,0.,70.,0.03,70.,0.89,70.,0.35,70.,0.35
71.,0.51,71.,0.1,71.,0.15,71.,0.02,71.,0.21,71.,0.5,71.,0.49,71.,0.65,71.,0.,71.,0.03,71.,0.89,71.,0.35,71.,0.35
72.,0.51,72.,0.1,72.,0.15,72.,0.02,72.,0.21,72.,0.5,72.,0.49,72.,0.65,72.,0.,72.,0.03,72.,0.88,72.,0.35,72.,0.35
73.,0.51,73.,0.1,73.,0.15,73.,0.02,73.,0.21,73.,0.5,73.,0.49,73.,0.65,73.,0.,73.,0.03,73.,0.88,73.,0.35,73.,0.35
74.,0.51,74.,0.1,74.,0.15,74.,0.02,74.,0.19,74.,0.5,74.,0.49,74.,0.65,74.,0.,74.,0.03,74.,0.88,74.,0.35,74.,0.35
75.,0.51,75.,0.1,75.,0.15,75.,0.02,75.,0.19,75.,0.5,75.,0.49,75.,0.65,75.,0.,75.,0.03,75.,0.88,75.,0.35,75.,0.35
76.,0.53,76.,0.11,76.,0.15,76.,0.02,76.,0.19,76.,0.49,76.,0.48,76.,0.65,76.,0.,76.,0.03,76.,0.88,76.,0.35,76.,0.35
77.,0.53,77.,0.1,77.,0.15,77.,0.02,77.,0.19,77.,0.49,77.,0.48,77.,0.65,77.,0.,77.,0.04,77.,0.88,77.,0.35,77.,0.35
78.,0.53,78.,0.1,78.,0.15,78.,0.02,78.,0.2,78.,0.48,78.,0.48,78.,0.65,78.,0.,78.,0.04,78.,0.88,78.,0.35,78.,0.35
79.,0.53,79.,0.1,79.,0.15,79.,0.03,79.,0.2,79.,0.48,79.,0.48,79.,0.65,79.,0.,79.,0.05,79.,0.88,79.,0.35,79.,0.35
80.,0.53,80.,0.1,80.,0.15,80.,0.03,80.,0.21,80.,0.48,80.,0.48,80.,0.65,80.,0.,80.,0.05,80.,0.88,80.,0.35,80.,0.35
81.,0.53,81.,0.1,81.,0.15,81.,0.03,81.,0.21,81.,0.47,81.,0.48,81.,0.65,81.,0.,81.,0.05,81.,0.87,81.,0.35,81.,0.35
82.,0.53,82.,0.1,82.,0.15,82.,0.03,82.,0.21,82.,0.47,82.,0.48,82.,0.65,82.,0.,82.,0.05,82.,0.87,82.,0.35,82.,0.35
83.,0.53,83.,0.1,83.,0.15,83.,0.03,83.,0.22,83.,0.47,83.,0.48,83.,0.65,83.,0.,83.,0.05,83.,0.87,83.,0.35,83.,0.35
84.,0.53,84.,0.1,84.,0.16,84.,0.04,84.,0.21,84.,0.47,84.,0.48,84.,0.65,84.,0.,84.,0.05,84.,0.87,84.,0.35,84.,0.35
85.,0.53,85.,0.1,85.,0.17,85.,0.04,85.,0.21,85.,0.47,85.,0.48,85.,0.65,85.,0.,85.,0.05,85.,0.85,85.,0.35,85.,0.35
86.,0.54,86.,0.1,86.,0.17,86.,0.04,86.,0.21,86.,0.47,86.,0.48,86.,0.65,86.,0.,86.,0.05,86.,0.85,86.,0.35,86.,0.35
87.,0.55,87.,0.1,87.,0.17,87.,0.05,87.,0.21,87.,0.47,87.,0.48,87.,0.65,87.,0.,87.,0.05,87.,0.85,87.,0.35,87.,0.35
88.,0.55,88.,0.1,88.,0.17,88.,0.05,88.,0.22,88.,0.47,88.,0.48,88.,0.65,88.,0.01,88.,0.05,88.,0.85,88.,0.35,88.,0.35
89.,0.56,89.,0.11,89.,0.17,89.,0.05,89.,0.22,89.,0.45,89.,0.48,89.,0.65,89.,0.01,89.,0.05,89.,0.85,89.,0.35,89.,0.35
90.,0.56,90.,0.11,90.,0.17,90.,0.05,90.,0.22,90.,0.45,90.,0.48,90.,0.65,90.,0.01,90.,0.05,90.,0.85,90.,0.35,90.,0.35
91.,0.57,91.,0.12,91.,0.18,91.,0.05,91.,0.22,91.,0.45,91.,0.48,91.,0.65,91.,0.01,91.,0.05,91.,0.85,91.,0.35,91.,0.35
92.,0.57,92.,0.12,92.,0.18,92.,0.05,92.,0.22,92.,0.44,92.,0.48,92.,0.65,92.,0.01,92.,0.05,92.,0.84,92.,0.35,92.,0.35
93.,0.57,93.,0.12,93.,0.18,93.,0.05,93.,0.22,93.,0.43,93.,0.47,93.,0.65,93.,0.01,93.,0.06,93.,0.84,93.,0.35,93.,0.35
94.,0.57,94.,0.12,94.,0.18,94.,0.05,94.,0.22,94.,0.43,94.,0.47,94.,0.65,94.,0.,94.,0.06,94.,0.83,94.,0.35,94.,0.35
95.,0.57,95.,0.12,95.,0.19,95.,0.05,95.,0.23,95.,0.43,95.,0.45,95.,0.65,95.,0.,95.,0.06,95.,0.83,95.,0.35,95.,0.35
96.,0.57,96.,0.12,96.,0.19,96.,0.07,96.,0.24,96.,0.43,96.,0.44,96.,0.65,96.,0.,96.,0.06,96.,0.83,96.,0.35,96.,0.35
97.,0.57,97.,0.12,97.,0.19,97.,0.08,97.,0.23,97.,0.43,97.,0.44,97.,0.65,97.,0.,97.,0.06,97.,0.83,97.,0.35,97.,0.35
98.,0.57,98.,0.13,98.,0.2,98.,0.08,98.,0.23,98.,0.43,98.,0.43,98.,0.65,98.,0.,98.,0.06,98.,0.82,98.,0.35,98.,0.35
99.,0.57,99.,0.14,99.,0.2,99.,0.08,99.,0.22,99.,0.43,99.,0.43,99.,0.65,99.,0.01,99.,0.06,99.,0.82,99.,0.35,99.,0.35
100.,0.57,100.,0.14,100.,0.2,100.,0.08,100.,0.22,100.,0.43,100.,0.43,100.,0.65,100.,0.01,100.,0.06,100.,0.81,100.,0.35,100.,0.35
101.,0.58,101.,0.14,101.,0.21,101.,0.07,101.,0.22,101.,0.43,101.,0.43,101.,0.65,101.,0.,101.,0.06,101.,0.81,101.,0.35,101.,0.35
102.,0.58,102.,0.14,102.,0.21,102.,0.08,102.,0.22,102.,0.43,102.,0.42,102.,0.65,102.,0.,102.,0.07,102.,0.81,102.,0.35,102.,0.35
103.,0.58,103.,0.14,103.,0.21,103.,0.08,103.,0.23,103.,0.42,103.,0.42,103.,0.65,103.,0.,103.,0.07,103.,0.81,103.,0.35,103.,0.35
104.,0.58,104.,0.15,104.,0.21,104.,0.08,104.,0.23,104.,0.42,104.,0.42,104.,0.65,104.,0.01,104.,0.07,104.,0.81,104.,0.35,104.,0.35
105.,0.58,105.,0.15,105.,0.21,105.,0.09,105.,0.24,105.,0.42,105.,0.42,105.,0.65,105.,0.01,105.,0.08,105.,0.81,105.,0.35,105.,0.35
106.,0.58,106.,0.15,106.,0.21,106.,0.09,106.,0.24,106.,0.42,106.,0.42,106.,0.65,106.,0.01,106.,0.08,106.,0.81,106.,0.35,106.,0.35
107.,0.58,107.,0.15,107.,0.21,107.,0.09,107.,0.24,107.,0.42,107.,0.42,107.,0.65,107.,0.01,107.,0.08,107.,0.81,107.,0.35,107.,0.35
108.,0.59,108.,0.15,108.,0.21,108.,0.09,108.,0.24,108.,0.42,108.,0.42,108.,0.65,108.,0.01,108.,0.08,108.,0.82,108.,0.35,108.,0.35
109.,0.6,109.,0.15,109.,0.23,109.,0.08,109.,0.22,109.,0.42,109.,0.42,109.,0.65,109.,0.02,109.,0.08,109.,0.82,109.,0.35,109.,0.35
110.,0.6,110.,0.15,110.,0.24,110.,0.07,110.,0.22,110.,0.42,110.,0.42,110.,0.65,110.,0.,110.,0.08,110.,0.81,110.,0.35,110.,0.35
111.,0.6,111.,0.16,111.,0.24,111.,0.08,111.,0.23,111.,0.42,111.,0.41,111.,0.65,111.,0.,111.,0.08,111.,0.8,111.,0.35,111.,0.35
112.,0.6,112.,0.15,112.,0.24,112.,0.08,112.,0.22,112.,0.42,112.,0.4,112.,0.65,112.,0.01,112.,0.08,112.,0.79,112.,0.35,112.,0.35
113.,0.6,113.,0.14,113.,0.24,113.,0.1,113.,0.22,113.,0.42,113.,0.4,113.,0.65,113.,0.01,113.,0.08,113.,0.78,113.,0.35,113.,0.35
114.,0.6,114.,0.14,114.,0.24,114.,0.11,114.,0.21,114.,0.42,114.,0.4,114.,0.65,114.,0.01,114.,0.08,114.,0.79,114.,0.35,114.,0.35
115.,0.6,115.,0.15,115.,0.25,115.,0.11,115.,0.21,115.,0.41,115.,0.4,115.,0.65,115.,0.02,115.,0.09,115.,0.78,115.,0.35,115.,0.35
116.,0.6,116.,0.15,116.,0.25,116.,0.12,116.,0.21,116.,0.41,116.,0.4,116.,0.65,116.,0.02,116.,0.09,116.,0.78,116.,0.35,116.,0.35
117.,0.6,117.,0.15,117.,0.25,117.,0.11,117.,0.21,117.,0.41,117.,0.4,117.,0.65,117.,0.02,117.,0.1,117.,0.78,117.,0.35,117.,0.35
118.,0.6,118.,0.15,118.,0.25,118.,0.13,118.,0.21,118.,0.41,118.,0.4,118.,0.65,118.,0.03,118.,0.1,118.,0.76,118.,0.35,118.,0.35
119.,0.6,119.,0.15,119.,0.26,119.,0.13,119.,0.22,119.,0.41,119.,0.4,119.,0.65,119.,0.03,119.,0.11,119.,0.76,119.,0.35,119.,0.35
120.,0.6,120.,0.15,120.,0.25,120.,0.13,120.,0.21,120.,0.41,120.,0.4,120.,0.65,120.,0.03,120.,0.11,120.,0.76,120.,0.35,120.,0.35
121.,0.6138613861,121.,0.1485148515,121.,0.2376237624,121.,0.1386138614,121.,0.2178217822,121.,0.4257425743,121.,0.4158415842,121.,0.6534653465,121.,0.0297029703,121.,0.099009901,121.,0.7623762376,121.,0.3465346535,121.,0.3465346535
122.,0.6138613861,122.,0.1485148515,122.,0.2277227723,122.,0.1386138614,122.,0.2277227723,122.,0.4158415842,122.,0.4059405941,122.,0.6534653465,122.,0.0396039604,122.,0.099009901,122.,0.7821782178,122.,0.3465346535,122.,0.3465346535
123.,0.6138613861,123.,0.1485148515,123.,0.2178217822,123.,0.1584158416,123.,0.2277227723,123.,0.4158415842,123.,0.4059405941,123.,0.6534653465,123.,0.0396039604,123.,0.099009901,123.,0.7821782178,123.,0.3465346535,123.,0.3465346535
124.,0.6176470588,124.,0.1470588235,124.,0.2156862745,124.,0.1568627451,124.,0.2156862745,124.,0.4313725490,124.,0.4215686275,124.,0.637254902,124.,0.0294117647,124.,0.0882352941,124.,0.7843137255,124.,0.3431372549,124.,0.3627450980
125.,0.6176470588,125.,0.1470588235,125.,0.2254901961,125.,0.1568627451,125.,0.2254901961,125.,0.4215686275,125.,0.4117647059,125.,0.637254902,125.,0.0294117647,125.,0.0882352941,125.,0.7843137255,125.,0.3431372549,125.,0.3627450980
126.,0.5980392157,126.,0.1568627451,126.,0.2254901961,126.,0.1666666667,126.,0.2156862745,126.,0.4215686275,126.,0.4019607843,126.,0.637254902,126.,0.0294117647,126.,0.0882352941,126.,0.7843137255,126.,0.3431372549,126.,0.3627450980
127.,0.5980392157,127.,0.1568627451,127.,0.2352941176,127.,0.1568627451,127.,0.2156862745,127.,0.4215686275,127.,0.4019607843,127.,0.637254902,127.,0.0294117647,127.,0.0980392157,127.,0.7843137255,127.,0.3431372549,127.,0.3627450980
128.,0.5980392157,128.,0.1568627451,128.,0.2352941176,128.,0.1568627451,128.,0.2156862745,128.,0.4215686275,128.,0.3921568627,128.,0.637254902,128.,0.0294117647,128.,0.0980392157,128.,0.7843137255,128.,0.3431372549,128.,0.3627450980
129.,0.5980392157,129.,0.1568627451,129.,0.2352941176,129.,0.1568627451,129.,0.2156862745,129.,0.4215686275,129.,0.3921568627,129.,0.637254902,129.,0.0392156863,129.,0.0980392157,129.,0.7843137255,129.,0.3431372549,129.,0.3627450980
130.,0.6078431373,130.,0.1568627451,130.,0.2450980392,130.,0.137254902,130.,0.2156862745,130.,0.4117647059,130.,0.3921568627,130.,0.637254902,130.,0.0392156863,130.,0.0980392157,130.,0.7941176471,130.,0.3431372549,130.,0.3627450980
131.,0.6078431373,131.,0.1470588235,131.,0.2450980392,131.,0.137254902,131.,0.2156862745,131.,0.4117647059,131.,0.3921568627,131.,0.637254902,131.,0.0392156863,131.,0.1078431373,131.,0.8039215686,131.,0.3431372549,131.,0.3529411765
132.,0.6176470588,132.,0.1470588235,132.,0.2450980392,132.,0.1470588235,132.,0.2156862745,132.,0.4019607843,132.,0.3823529412,132.,0.637254902,132.,0.0294117647,132.,0.1078431373,132.,0.7941176471,132.,0.3431372549,132.,0.3431372549
133.,0.6213592233,133.,0.145631068,133.,0.2330097087,133.,0.145631068,133.,0.2135922330,133.,0.4174757282,133.,0.3980582524,133.,0.6407766990,133.,0.0291262136,133.,0.0970873786,133.,0.786407767,133.,0.3398058252,133.,0.359223301
134.,0.6213592233,134.,0.145631068,134.,0.2330097087,134.,0.1553398058,134.,0.2135922330,134.,0.4174757282,134.,0.3980582524,134.,0.6407766990,134.,0.0388349515,134.,0.0970873786,134.,0.786407767,134.,0.3398058252,134.,0.3495145631
135.,0.6213592233,135.,0.145631068,135.,0.2233009709,135.,0.145631068,135.,0.2233009709,135.,0.4174757282,135.,0.3980582524,135.,0.6407766990,135.,0.0388349515,135.,0.0970873786,135.,0.786407767,135.,0.3398058252,135.,0.3495145631
136.,0.625,136.,0.1442307692,136.,0.2211538462,136.,0.1346153846,136.,0.2211538462,136.,0.4230769231,136.,0.4134615385,136.,0.625,136.,0.0192307692,136.,0.0865384615,136.,0.7884615385,136.,0.3365384615,136.,0.3365384615
137.,0.6346153846,137.,0.1442307692,137.,0.2211538462,137.,0.1346153846,137.,0.2211538462,137.,0.4230769231,137.,0.4038461538,137.,0.6346153846,137.,0.0192307692,137.,0.0865384615,137.,0.7884615385,137.,0.3365384615,137.,0.3365384615
138.,0.6346153846,138.,0.1442307692,138.,0.2211538462,138.,0.1442307692,138.,0.2211538462,138.,0.4230769231,138.,0.4038461538,138.,0.6442307692,138.,0.0192307692,138.,0.0865384615,138.,0.7884615385,138.,0.3365384615,138.,0.3365384615
139.,0.625,139.,0.1442307692,139.,0.2211538462,139.,0.1346153846,139.,0.2211538462,139.,0.4134615385,139.,0.4134615385,139.,0.6538461538,139.,0.0192307692,139.,0.1057692308,139.,0.7788461538,139.,0.3365384615,139.,0.3365384615
140.,0.625,140.,0.1346153846,140.,0.2211538462,140.,0.1346153846,140.,0.2211538462,140.,0.4134615385,140.,0.4038461538,140.,0.6538461538,140.,0.0096153846,140.,0.1057692308,140.,0.7692307692,140.,0.3365384615,140.,0.3365384615
141.,0.6285714286,141.,0.1238095238,141.,0.2190476190,141.,0.1333333333,141.,0.2095238095,141.,0.4285714286,141.,0.4190476190,141.,0.6380952381,141.,0.0285714286,141.,0.0952380952,141.,0.7904761905,141.,0.3333333333,141.,0.3523809524
142.,0.6285714286,142.,0.1142857143,142.,0.2,142.,0.1333333333,142.,0.2190476190,142.,0.4285714286,142.,0.4,142.,0.6380952381,142.,0.0285714286,142.,0.1047619048,142.,0.780952381,142.,0.3333333333,142.,0.3523809524
